Rowid_,VALUE,COUNT,WHRALL,LIFE_FORM,WHRNUM,WHRNAME,WHRTYPE,WHRSIZE,WHRDENSITY,WHR10NUM,WHR10NAME,WHR13NUM,WHR13NAME,SOURCE_NAME,SOURCE_YEAR
,1032,53388,PPN4P,CONIFER,42,Ponderosa Pine,PPN,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,1999
,1033,279,JUN4P,CONIFER,26,Juniper,JUN,4,P,30.000000000000000,Conifer,32,Conifer Woodland,CALVEG-GreatBasin,1999
,1034,8,MRI3M,HARDWOOD,37,Montane Riparian,MRI,3,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1035,65,VRI5D,HARDWOOD,56,Valley Foothill Riparian,VRI,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNE,2007
,1036,167,JUN2P,CONIFER,26,Juniper,JUN,2,P,30.000000000000000,Conifer,32,Conifer Woodland,CALVEG-NorthInterior,1999
,1037,3,MRI3P,HARDWOOD,37,Montane Riparian,MRI,3,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1038,8,URB4S,URBAN,53,Urban,URB,4,S,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastNW,2007
,1039,68,MRI3S,HARDWOOD,37,Montane Riparian,MRI,3,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2004
,1040,7,COW2P,HARDWOOD,10,Coastal Oak Woodland,COW,2,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNE,2007
,1041,211,MRI3P,HARDWOOD,37,Montane Riparian,MRI,3,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2004
,1042,36,ASP2D,HARDWOOD,5,Aspen,ASP,2,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-GreatBasin,1999
,1043,208,MCPXX,SHRUB,34,Montane Chaparral,MCP,X,X,70.000000000000000,Shrub,70,Shrub,CALVEG-NorthInterior/CALFIRE update,2007
,1044,19,MHC4S,CONIFER,35,Montane Hardwood-Conifer,MHC,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1045,7,RDW5D,CONIFER,44,Redwood,RDW,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1046,70,VRI2D,HARDWOOD,56,Valley Foothill Riparian,VRI,2,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW/CALFIRE update,2007
,1047,6,VRI2M,HARDWOOD,56,Valley Foothill Riparian,VRI,2,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW/CALFIRE update,2007
,1048,46,VRI2P,HARDWOOD,56,Valley Foothill Riparian,VRI,2,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW/CALFIRE update,2007
,1049,8,RDW5M,CONIFER,44,Redwood,RDW,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1050,143,DORXX,AGRICULTURE,67,Deciduous Orchard,DOR,X,X,10.000000000000000,Agriculture,10,Agriculture,CALVEG-NorthCoastNE,2007
,1051,841,RFR5S,CONIFER,45,Red Fir,RFR,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1052,15333,SCN4M,CONIFER,48,Subalpine Conifer,SCN,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1053,2506,SCN2S,CONIFER,48,Subalpine Conifer,SCN,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1054,7807,SCN4D,CONIFER,48,Subalpine Conifer,SCN,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1055,138933,MCPXX,SHRUB,34,Montane Chaparral,MCP,X,X,70.000000000000000,Shrub,70,Shrub,CALVEG-NorthInterior,1999
,1056,111,PPN4S,CONIFER,42,Ponderosa Pine,PPN,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1057,9,MRI3D,HARDWOOD,37,Montane Riparian,MRI,3,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1058,64,PPN4P,CONIFER,42,Ponderosa Pine,PPN,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1059,335,PPN4M,CONIFER,42,Ponderosa Pine,PPN,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1060,6401,SCN5D,CONIFER,48,Subalpine Conifer,SCN,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1061,276,PPN4D,CONIFER,42,Ponderosa Pine,PPN,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1062,901,SCN2P,CONIFER,48,Subalpine Conifer,SCN,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1063,171,COW1P,HARDWOOD,10,Coastal Oak Woodland,COW,1,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
,1064,6593,SCN4P,CONIFER,48,Subalpine Conifer,SCN,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1065,10,CRPXX,AGRICULTURE,60,Cropland,CRP,X,X,10.000000000000000,Agriculture,10,Agriculture,CALVEG-NorthInterior,2004
,1066,134,JUN3P,CONIFER,26,Juniper,JUN,3,P,30.000000000000000,Conifer,32,Conifer Woodland,CALVEG-NorthInterior/CALFIRE update,2007
,1067,47,MRI3S,HARDWOOD,37,Montane Riparian,MRI,3,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2007
,1068,72,PPN5P,CONIFER,42,Ponderosa Pine,PPN,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1069,364,MRI4M,HARDWOOD,37,Montane Riparian,MRI,4,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2007
,1070,44,PPN3D,CONIFER,42,Ponderosa Pine,PPN,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior/CALFIRE update,2007
,1071,82,MRI2S,HARDWOOD,37,Montane Riparian,MRI,2,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2007
,1072,359,SCN5M,CONIFER,48,Subalpine Conifer,SCN,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1073,55,PPN4D,CONIFER,42,Ponderosa Pine,PPN,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior/CALFIRE update,2007
,1074,1340,PPN5P,CONIFER,42,Ponderosa Pine,PPN,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1075,5872,KMC4S,CONIFER,27,Klamath Mixed Conifer,KMC,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1076,1223,JUN4S,CONIFER,26,Juniper,JUN,4,S,30.000000000000000,Conifer,32,Conifer Woodland,CALVEG-NorthCoastNE,2007
,1077,1121,MRI5M,HARDWOOD,37,Montane Riparian,MRI,5,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,1078,30,MHC3D,CONIFER,35,Montane Hardwood-Conifer,MHC,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1079,3,PASXX,HERBACEOUS,72,Pasture,PAS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,CALVEG-NorthCoastNW/CALFIRE update,2007
,1080,2039,SCN3M,CONIFER,48,Subalpine Conifer,SCN,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1081,43,PGSXX,HERBACEOUS,39,Perennial Grassland,PGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,CALVEG-NorthInterior,1999
,1082,19,MHC5M,CONIFER,35,Montane Hardwood-Conifer,MHC,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1083,145,MRI2M,HARDWOOD,37,Montane Riparian,MRI,2,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2007
,1084,514,SCN2S,CONIFER,48,Subalpine Conifer,SCN,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1085,52,RFR5D,CONIFER,45,Red Fir,RFR,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior/CALFIRE update,2007
,1086,3925,SCN4S,CONIFER,48,Subalpine Conifer,SCN,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1087,6,WTMXX,HERBACEOUS,59,Wet Meadow,WTM,X,X,100.000000000000000,Wetland,100,Wetland,CALVEG-NorthInterior/CALFIRE update,2007
,1088,8,RFR4D,CONIFER,45,Red Fir,RFR,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior/CALFIRE update,2007
,1089,63,MHC5P,CONIFER,35,Montane Hardwood-Conifer,MHC,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1090,2,RFR5M,CONIFER,45,Red Fir,RFR,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior/CALFIRE update,2007
,1091,266,SCN2P,CONIFER,48,Subalpine Conifer,SCN,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1092,102,SMC3D,CONIFER,51,Sierran Mixed Conifer,SMC,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1093,7,JPN3M,CONIFER,24,Jeffrey Pine,JPN,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1094,21,MHW3P,HARDWOOD,36,Montane Hardwood,MHW,3,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1095,117,JPN2P,CONIFER,24,Jeffrey Pine,JPN,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1096,14,SMC5D,CONIFER,51,Sierran Mixed Conifer,SMC,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1097,4199,MHC3M,CONIFER,35,Montane Hardwood-Conifer,MHC,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,1999
,1098,3498,SCN5S,CONIFER,48,Subalpine Conifer,SCN,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1099,12,DFR1D,CONIFER,14,Douglas Fir,DFR,1,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1100,173,JPN5S,CONIFER,24,Jeffrey Pine,JPN,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1101,405,JPN5P,CONIFER,24,Jeffrey Pine,JPN,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1102,1640,JPN5M,CONIFER,24,Jeffrey Pine,JPN,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1103,413,MRI5P,HARDWOOD,37,Montane Riparian,MRI,5,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,1104,83,PPN2S,CONIFER,42,Ponderosa Pine,PPN,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1105,338,PPN2M,CONIFER,42,Ponderosa Pine,PPN,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1106,1865,KMC3S,CONIFER,27,Klamath Mixed Conifer,KMC,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1107,109,PPN2P,CONIFER,42,Ponderosa Pine,PPN,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1108,170,COW1M,HARDWOOD,10,Coastal Oak Woodland,COW,1,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
,1109,141,MHW2D,HARDWOOD,36,Montane Hardwood,MHW,2,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1110,13,MHW2S,HARDWOOD,36,Montane Hardwood,MHW,2,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1111,7,MHW4S,HARDWOOD,36,Montane Hardwood,MHW,4,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1112,44,MHW2P,HARDWOOD,36,Montane Hardwood,MHW,2,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1113,11,MHW4P,HARDWOOD,36,Montane Hardwood,MHW,4,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1114,48,MRI4S,HARDWOOD,37,Montane Riparian,MRI,4,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2007
,1115,173,URBXX,URBAN,53,Urban,URB,X,X,80.000000000000000,Urban,80,Urban,CALVEG-GreatBasin,2004
,1116,3142,PASXX,HERBACEOUS,72,Pasture,PAS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,CALVEG-GreatBasin,2004
,1117,8,URBXD,URBAN,53,Urban,URB,X,D,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastNE,2007
,1118,3,URBXS,URBAN,53,Urban,URB,X,S,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastNE,2007
,1119,1,URBXM,URBAN,53,Urban,URB,X,M,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastNE,2007
,1120,37,MRI2D,HARDWOOD,37,Montane Riparian,MRI,2,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1121,2,URBXP,URBAN,53,Urban,URB,X,P,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastNE,2007
,1122,1,MRI2M,HARDWOOD,37,Montane Riparian,MRI,2,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1123,757,SCN3D,CONIFER,48,Subalpine Conifer,SCN,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1124,758,PPN5S,CONIFER,42,Ponderosa Pine,PPN,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1125,29,MRI2P,HARDWOOD,37,Montane Riparian,MRI,2,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1126,52,MRI4D,HARDWOOD,37,Montane Riparian,MRI,4,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1127,23,MRI4M,HARDWOOD,37,Montane Riparian,MRI,4,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1128,53,JPN2S,CONIFER,24,Jeffrey Pine,JPN,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1129,68,JPN2M,CONIFER,24,Jeffrey Pine,JPN,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1130,46,RFR2M,CONIFER,45,Red Fir,RFR,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1131,15,MHC3P,CONIFER,35,Montane Hardwood-Conifer,MHC,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1132,7,PPN2P,CONIFER,42,Ponderosa Pine,PPN,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1133,12,MHC2P,CONIFER,35,Montane Hardwood-Conifer,MHC,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1134,3706,SCN3P,CONIFER,48,Subalpine Conifer,SCN,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1135,184,SCN5P,CONIFER,48,Subalpine Conifer,SCN,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1136,2745,SCN3S,CONIFER,48,Subalpine Conifer,SCN,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1137,458493,LSGXX,SHRUB,30,Low Sage,LSG,X,X,70.000000000000000,Shrub,70,Shrub,CALVEG-NorthInterior/CALFIRE update,1999
,1138,3,MRI4S,HARDWOOD,37,Montane Riparian,MRI,4,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,1139,46,SMC4D,CONIFER,51,Sierran Mixed Conifer,SMC,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1140,3528,EPN3P,CONIFER,20,Eastside Pine,EPN,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1141,94,MRI2D,HARDWOOD,37,Montane Riparian,MRI,2,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2007
,1142,16160,BOP4M,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNE,2007
,1143,629,EPN2S,CONIFER,20,Eastside Pine,EPN,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1144,1052,EPN3S,CONIFER,20,Eastside Pine,EPN,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1145,1681,EPN3M,CONIFER,20,Eastside Pine,EPN,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1146,31,PPN4M,CONIFER,42,Ponderosa Pine,PPN,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2004
,1147,382,EPN2P,CONIFER,20,Eastside Pine,EPN,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1148,204,EPN4P,CONIFER,20,Eastside Pine,EPN,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior/CALFIRE update,2007
,1149,8,DFR1D,CONIFER,14,Douglas Fir,DFR,1,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1150,2402,CPC5D,CONIFER,11,Closed-Cone Pine-Cypress,CPC,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1151,91,PGSXX,HERBACEOUS,39,Perennial Grassland,PGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,CALVEG-NorthCoastNW/CALFIRE update,2007
,1152,2413,JPN4P,CONIFER,24,Jeffrey Pine,JPN,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2004
,1153,139,JPN4S,CONIFER,24,Jeffrey Pine,JPN,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2004
,1154,166,JPN5P,CONIFER,24,Jeffrey Pine,JPN,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2004
,1155,4601,LSGXX,SHRUB,30,Low Sage,LSG,X,X,70.000000000000000,Shrub,70,Shrub,CALVEG-NorthInterior/CALFIRE update,2004
,1156,9,JPN2D,CONIFER,24,Jeffrey Pine,JPN,2,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1157,19,VOW5P,HARDWOOD,55,Valley Oak Woodland,VOW,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNE,2007
,1158,11,URB3M,URBAN,53,Urban,URB,3,M,80.000000000000000,Urban,80,Urban,CALVEG-GreatBasin,2004
,1159,528,SMC1D,CONIFER,51,Sierran Mixed Conifer,SMC,1,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1160,955,SMC1M,CONIFER,51,Sierran Mixed Conifer,SMC,1,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1161,344,PPN1M,CONIFER,42,Ponderosa Pine,PPN,1,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1162,246,MHC1M,CONIFER,35,Montane Hardwood-Conifer,MHC,1,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1163,143,MHC1P,CONIFER,35,Montane Hardwood-Conifer,MHC,1,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1164,262,MHC1D,CONIFER,35,Montane Hardwood-Conifer,MHC,1,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1165,194,PPN1P,CONIFER,42,Ponderosa Pine,PPN,1,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1166,166,PPN1D,CONIFER,42,Ponderosa Pine,PPN,1,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1167,444,SMC1P,CONIFER,51,Sierran Mixed Conifer,SMC,1,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1168,14,DFR1D,CONIFER,14,Douglas Fir,DFR,1,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1169,10,URB4S,URBAN,53,Urban,URB,4,S,80.000000000000000,Urban,80,Urban,CALVEG-NorthInterior,2004
,1170,3,RFR2D,CONIFER,45,Red Fir,RFR,2,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1171,36,FEWXX,HERBACEOUS,22,Fresh Emergent Wetland,FEW,X,X,100.000000000000000,Wetland,100,Wetland,CALVEG-NorthInterior,2007
,1172,150,WFR2M,CONIFER,58,White Fir,WFR,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2004
,1173,389,RDW1D,CONIFER,44,Redwood,RDW,1,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1174,5,RDW1P,CONIFER,44,Redwood,RDW,1,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1175,42,RDW1M,CONIFER,44,Redwood,RDW,1,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,1176,4189,MRI3D,HARDWOOD,37,Montane Riparian,MRI,3,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2007
,1177,122,VOW5M,HARDWOOD,55,Valley Oak Woodland,VOW,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNE,2007
,1178,15839,BBRXX,SHRUB,7,Bitterbrush,BBR,X,X,70.000000000000000,Shrub,70,Shrub,CALVEG-NorthInterior/CALFIRE update,2007
,1179,26,DFR1M,CONIFER,14,Douglas Fir,DFR,1,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1180,128,VOW5D,HARDWOOD,55,Valley Oak Woodland,VOW,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNE,2007
,1181,11,VOW2P,HARDWOOD,55,Valley Oak Woodland,VOW,2,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNE,2007
,1182,8,VOW2M,HARDWOOD,55,Valley Oak Woodland,VOW,2,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNE,2007
,1183,7,VOW2S,HARDWOOD,55,Valley Oak Woodland,VOW,2,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNE,2007
,1184,190,LPN2P,CONIFER,29,Lodgepole Pine,LPN,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2004
,1185,2,WFR1D,CONIFER,58,White Fir,WFR,1,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,1186,984,WFR5S,CONIFER,58,White Fir,WFR,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1187,232,RFR4D,CONIFER,45,Red Fir,RFR,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2004
,1188,39,RFR5D,CONIFER,45,Red Fir,RFR,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2004
,1189,140,RFR4M,CONIFER,45,Red Fir,RFR,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2004
,1190,14,MRI4P,HARDWOOD,37,Montane Riparian,MRI,4,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-GreatBasin,2004
,1191,17,BARXX,BARREN/OTHER,6,Barren,BAR,X,X,20.000000000000000,Barren/Other,20,Barren/Other,CALVEG-NorthInterior/CALFIRE update,2007
,1192,16,PPN4D,CONIFER,42,Ponderosa Pine,PPN,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2004
,1193,25640,BOP3D,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNE,2007
,1194,310,JUN2M,CONIFER,26,Juniper,JUN,2,M,30.000000000000000,Conifer,32,Conifer Woodland,CALVEG-NorthInterior,2004
,1195,347,LPN5M,CONIFER,29,Lodgepole Pine,LPN,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,1196,12,RDW4D,CONIFER,44,Redwood,RDW,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,1197,1192,CRPXX,AGRICULTURE,60,Cropland,CRP,X,X,10.000000000000000,Agriculture,10,Agriculture,CALVEG-NorthCoastNW/CALFIRE update,2007
,1198,77,JUN2M,CONIFER,26,Juniper,JUN,2,M,30.000000000000000,Conifer,32,Conifer Woodland,CALVEG-NorthCoastNE,2007
,1199,27,JUN3D,CONIFER,26,Juniper,JUN,3,D,30.000000000000000,Conifer,32,Conifer Woodland,CALVEG-NorthInterior,2004
,1200,440,JUN1S,CONIFER,26,Juniper,JUN,1,S,30.000000000000000,Conifer,32,Conifer Woodland,CALVEG-NorthInterior,2004
,1201,41,JUN2P,CONIFER,26,Juniper,JUN,2,P,30.000000000000000,Conifer,32,Conifer Woodland,CALVEG-NorthInterior/CALFIRE update,2007
,1202,20,ASP5P,HARDWOOD,5,Aspen,ASP,5,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE,2007
,1203,38,ASP3S,HARDWOOD,5,Aspen,ASP,3,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE,2007
